model,participant_id,eit_version,filename,sentence_num,stimulus,raw_transcript,clean_transcript
medium,038010,2A,038010_EIT-2A.mp3,5,¿Qué dice usted que va a hacer hoy?,Puede que llueva mañana todo el día.,Puede que llueva mañana todo el día
medium,038010,2A,038010_EIT-2A.mp3,6,Dudo que sepa manejar muy bien,Puede que llueva mañana todo el día. el día. Las casas son muy bonitas pero caras. Me gustan las películas que acaban bien.,Puede que llueva mañana todo el día. el día. Las casas son muy bonitas pero caras. Me gustan las películas que acaban bien
medium,038010,2A,038010_EIT-2A.mp3,7,Las calles de esta ciudad son muy anchas,El chico con el que yo salgo es español.,El chico con el que yo salgo es español
medium,038010,2A,038010_EIT-2A.mp3,8,Puede que llueva mañana todo el día,El chico que hago es español.,El chico que hago es español
medium,038010,2A,038010_EIT-2A.mp3,9,Las casas son muy bonitas pero caras,"Después de cenar, me fui a dormir tranquilo.","Después de cenar, me fui a dormir tranquilo"
medium,038010,2A,038010_EIT-2A.mp3,10,Me gustan las películas que acaban bien,Quiero una casa en la que vivan animales. Quiero una casa en la que vivan animales.,Quiero una casa en la que vivan animales. Quiero una casa en la que vivan animales
medium,038010,2A,038010_EIT-2A.mp3,11,El chico con el que yo salgo es español,A nosotros nos fascinan las fiestas grandiosas.,A nosotros nos fascinan las fiestas grandiosas
medium,038010,2A,038010_EIT-2A.mp3,12,Después de cenar me fui a dormir tranquilo,A nosotros...,A nosotros
medium,038010,2A,038010_EIT-2A.mp3,13,Quiero una casa en la que vivan mis animales,Ella solo bebe cerveza y no come nada.,Ella solo bebe cerveza y no come nada
medium,038010,2A,038010_EIT-2A.mp3,14,A nosotros nos fascinan las fiestas grandiosas,Me gustaría que el precio de las casas fuera nada.,Me gustaría que el precio de las casas fuera nada
medium,038010,2A,038010_EIT-2A.mp3,15,Ella sólo bebe cerveza y no come nada,Me gustaría...,Me gustaría
medium,038010,2A,038010_EIT-2A.mp3,16,Me gustaría que el precio de las casas bajara,Cursa a la derecha y después sigue todo recto.,Cursa a la derecha y después sigue todo recto
medium,038010,2A,038010_EIT-2A.mp3,17,Cruza a la derecha y después sigue todo recto,Ella ha terminado de pintar su apartamento.,Ella ha terminado de pintar su apartamento
medium,038010,2A,038010_EIT-2A.mp3,18,Ella ha terminado de pintar su apartamento,Ella terminar pinta su apartamento.,Ella terminar pinta su apartamento
medium,038010,2A,038010_EIT-2A.mp3,19,Me gustaría que empezara a hacer más calor pronto,Me gustaría que empezara a hacer más calor pronto.,Me gustaría que empezara a hacer más calor pronto
medium,038010,2A,038010_EIT-2A.mp3,20,El niño al que se le murió el gato está triste,"El niño al que se le murió el gato está triste. El niño a que se murió el gato, triste. Una amiga mía cuidó a los niños de mi vecino. Una amiga mía cuidó a los niños.","El niño al que se le murió el gato está triste. El niño a que se murió el gato, triste. Una amiga mía cuidó a los niños de mi vecino. Una amiga mía cuidó a los niños"
medium,038010,2A,038010_EIT-2A.mp3,21,Una amiga mía cuida a los niños de mi vecino,El gato que era negro.,El gato que era negro
medium,038010,2A,038010_EIT-2A.mp3,22,El gato que era negro fue perseguido por el perro,Antes de poder salir tiene que limpiar su cuarto.,Antes de poder salir tiene que limpiar su cuarto
medium,038010,2A,038010_EIT-2A.mp3,23,Antes de poder salir él tiene que limpiar su cuarto,La cantidad de personas que fuman ha disminuido. La cantidad de personas que fuman.,La cantidad de personas que fuman ha disminuido. La cantidad de personas que fuman
medium,038010,2A,038010_EIT-2A.mp3,24,La cantidad de personas que fuman ha disminuido,"Después de llegar a casa, el trabajo se tomó de la sed. Después de llegar a casa.","Después de llegar a casa, el trabajo se tomó de la sed. Después de llegar a casa"
medium,038010,2A,038010_EIT-2A.mp3,25,Después de llegar a casa del trabajo tomé la cena,El ladrón policía era famoso.,El ladrón policía era famoso
medium,038010,2A,038010_EIT-2A.mp3,26,El ladrón al que atrapó la policía era famoso,Le pedí a un amigo que ayude a la tarea.,Le pedí a un amigo que ayude a la tarea
medium,038010,2A,038010_EIT-2A.mp3,27,Le pedí a un amigo que me ayudara con la tarea,El examen no fue tan difícil como me habían dicho.,El examen no fue tan difícil como me habían dicho
medium,038010,2A,038010_EIT-2A.mp3,28,El examen no fue tan difícil como me habían dicho,¿El examen no tan difícil?,¿El examen no tan difícil?
medium,038010,2A,038010_EIT-2A.mp3,29,¿Serías tan amable de darme el libro que está en la mesa?,"Sí, es tan amable de darme el libro que está en la mesa.","Sí, es tan amable de darme el libro que está en la mesa"
medium,038010,2A,038010_EIT-2A.mp3,30,Hay mucha gente que no toma nada para el desayuno,Hay mucha gente que no toma nada para el desayuno.,Hay mucha gente que no toma nada para el desayuno
medium,038011,1A,038011_EIT-1A.mp3,1,Quiero cortarme el pelo,Quiero cortarme el pelo.,Quiero cortarme el pelo
medium,038011,1A,038011_EIT-1A.mp3,2,El libro está en la mesa,El libro está en la mesa.,El libro está en la mesa
medium,038011,1A,038011_EIT-1A.mp3,3,El carro lo tiene Pedro,El carro no tiene pelo.,El carro no tiene pelo
medium,038011,1A,038011_EIT-1A.mp3,4,El se ducha cada mañana,El se ducha cada mañana.,El se ducha cada mañana
medium,038011,1A,038011_EIT-1A.mp3,5,¿Qué dice usted que va a hacer hoy?,¿Qué dice usted que va a hacer hoy?,¿Qué dice usted que va a hacer hoy?
medium,038011,1A,038011_EIT-1A.mp3,6,Dudo que sepa manejar muy bien,Tuvo que se manejar bien.,Tuvo que se manejar bien
medium,038011,1A,038011_EIT-1A.mp3,7,Las calles de esta ciudad son muy anchas,Las calles de esta ciudad son muy anchas.,Las calles de esta ciudad son muy anchas
medium,038011,1A,038011_EIT-1A.mp3,8,Puede que llueva mañana todo el día,Las calles en salida muchas años. Puede que lleva mañana todo el día. Puede que lleva mañana todo el día.,Las calles en salida muchas años. Puede que lleva mañana todo el día. Puede que lleva mañana todo el día
medium,038011,1A,038011_EIT-1A.mp3,9,Las casas son muy bonitas pero caras,Las casas son muy bonitas pero caras. Las casas son muy bonitas pero caras.,Las casas son muy bonitas pero caras. Las casas son muy bonitas pero caras
medium,038011,1A,038011_EIT-1A.mp3,10,Me gustan las películas que acaban bien,Me gusta las películas que acaban bien.,Me gusta las películas que acaban bien
medium,038011,1A,038011_EIT-1A.mp3,11,El chico con el que yo salgo es español,El chico con el que yo salgo es español.,El chico con el que yo salgo es español
medium,038011,1A,038011_EIT-1A.mp3,12,Después de cenar me fui a dormir tranquilo,Después de cenar voy a dormir tranquilo.,Después de cenar voy a dormir tranquilo
medium,038011,1A,038011_EIT-1A.mp3,13,Quiero una casa en la que vivan mis animales,"Después de cenar, me fui a poner tranquilo.","Después de cenar, me fui a poner tranquilo"
medium,038011,1A,038011_EIT-1A.mp3,14,A nosotros nos fascinan las fiestas grandiosas,Quiero una casa que viven a mis animales.,Quiero una casa que viven a mis animales
medium,038011,1A,038011_EIT-1A.mp3,15,Ella sólo bebe cerveza y no come nada,A nosotros que los vistas.,A nosotros que los vistas
medium,038011,1A,038011_EIT-1A.mp3,16,Me gustaría que el precio de las casas bajara,Ella solo bebe cerveza y no come nada. Ella solo bebe cerveza y no come nada.,Ella solo bebe cerveza y no come nada. Ella solo bebe cerveza y no come nada
medium,038011,1A,038011_EIT-1A.mp3,17,Cruza a la derecha y después sigue todo recto,Me gustaría que el precio de las casas bajara mucho. Me gustaría los precios de la caras palada.,Me gustaría que el precio de las casas bajara mucho. Me gustaría los precios de la caras palada
medium,038011,1A,038011_EIT-1A.mp3,18,Ella ha terminado de pintar su apartamento,Cruza a la derecha y después sigue todo recto.,Cruza a la derecha y después sigue todo recto
medium,038011,1A,038011_EIT-1A.mp3,19,Me gustaría que empezara a hacer más calor pronto,Cruza a la derecha y siga derecho. Ella ha terminado de pintar su apartamento.,Cruza a la derecha y siga derecho. Ella ha terminado de pintar su apartamento
medium,038011,1A,038011_EIT-1A.mp3,20,El niño al que se le murió el gato está triste,Ella ha terminado los apartamientos.,Ella ha terminado los apartamientos
medium,038011,1A,038011_EIT-1A.mp3,21,Una amiga mía cuida a los niños de mi vecino,Me gustaría que empezara a hacer más calor pronto.,Me gustaría que empezara a hacer más calor pronto
medium,038011,1A,038011_EIT-1A.mp3,22,El gato que era negro fue perseguido por el perro,Me gustaría las hacer pronto.,Me gustaría las hacer pronto
medium,038011,1A,038011_EIT-1A.mp3,23,Antes de poder salir él tiene que limpiar su cuarto,El niño que se murió al gato está triste.,El niño que se murió al gato está triste
medium,038011,1A,038011_EIT-1A.mp3,24,La cantidad de personas que fuman ha disminuido,Una amiga bien cuidar a los niños a mi vecino.,Una amiga bien cuidar a los niños a mi vecino
medium,038011,1A,038011_EIT-1A.mp3,25,Después de llegar a casa del trabajo tomé la cena,"El gato era negro y el perro. Antes de que salí, ¿puedo salir de mi cuarto? La cantidad de personas que fuman ha disminuido. La cantidad de las personas fuman que me saldio.","El gato era negro y el perro. Antes de que salí, ¿puedo salir de mi cuarto? La cantidad de personas que fuman ha disminuido. La cantidad de las personas fuman que me saldio"
medium,038011,1A,038011_EIT-1A.mp3,26,El ladrón al que atrapó la policía era famoso,"Después de llegar a la casa, fui a la cena.","Después de llegar a la casa, fui a la cena"
medium,038011,1A,038011_EIT-1A.mp3,27,Le pedí a un amigo que me ayudara con la tarea,Perdón a la policía. Eran famosos.,Perdón a la policía. Eran famosos
medium,038011,1A,038011_EIT-1A.mp3,28,El examen no fue tan difícil como me habían dicho,Le pedí a un amigo que ayudara con mi tarea. El examen no fue tan difícil como me lo habían dicho. El examen no fue... Sería tan amable de darme el libro que está en la mesa de mi Puebla.,Le pedí a un amigo que ayudara con mi tarea. El examen no fue tan difícil como me lo habían dicho. El examen no fue... Sería tan amable de darme el libro que está en la mesa de mi Puebla
medium,038011,1A,038011_EIT-1A.mp3,29,¿Serías tan amable de darme el libro que está en la mesa?,¿Sería tan amable que lo están...,¿Sería tan amable que lo están
medium,038011,1A,038011_EIT-1A.mp3,30,Hay mucha gente que no toma nada para el desayuno,Hay mucha gente que no toma nada para el desayuno. Hay mucha gente que no tomará el desayuno.,Hay mucha gente que no toma nada para el desayuno. Hay mucha gente que no tomará el desayuno
medium,038012,2A,038012_EIT-2A.mp3,1,Quiero cortarme el pelo,Quiero cortar el pelo.,Quiero cortar el pelo
medium,038012,2A,038012_EIT-2A.mp3,2,El libro está en la mesa,El libro está a la mesa. El libro está a la mesa.,El libro está a la mesa. El libro está a la mesa
medium,038012,2A,038012_EIT-2A.mp3,3,El carro lo tiene Pedro,El libro está a la mesa.,El libro está a la mesa
medium,038012,2A,038012_EIT-2A.mp3,4,El se ducha cada mañana,El carro lo tiene a pelo.,El carro lo tiene a pelo
medium,038012,2A,038012_EIT-2A.mp3,5,¿Qué dice usted que va a hacer hoy?,El seduce cada mañana. El seduce cada mañana.,El seduce cada mañana. El seduce cada mañana
medium,038012,2A,038012_EIT-2A.mp3,6,Dudo que sepa manejar muy bien,El seduce cada mañana. ¿Qué dice usted que va a hacer?,El seduce cada mañana. ¿Qué dice usted que va a hacer?
medium,038012,2A,038012_EIT-2A.mp3,7,Las calles de esta ciudad son muy anchas,Quiero saber qué pasa hoy.,Quiero saber qué pasa hoy
medium,038012,2A,038012_EIT-2A.mp3,8,Puede que llueva mañana todo el día,Yo también quiero saber.,Yo también quiero saber
medium,038012,2A,038012_EIT-2A.mp3,9,Las casas son muy bonitas pero caras,Las calles de...,Las calles de
medium,038012,2A,038012_EIT-2A.mp3,10,Me gustan las películas que acaban bien,Las calles de...,Las calles de
medium,038012,2A,038012_EIT-2A.mp3,11,El chico con el que yo salgo es español,Pueblo y se que ella calla.,Pueblo y se que ella calla
medium,038012,2A,038012_EIT-2A.mp3,12,Después de cenar me fui a dormir tranquilo,Las casas son bonitas pero caras.,Las casas son bonitas pero caras
medium,038012,2A,038012_EIT-2A.mp3,13,Quiero una casa en la que vivan mis animales,Me gustan las paléculas pegar bien. El chico es bonalio es español.,Me gustan las paléculas pegar bien. El chico es bonalio es español
medium,038012,2A,038012_EIT-2A.mp3,14,A nosotros nos fascinan las fiestas grandiosas,"Después de llegar, dormir, quiero la casa esta a mis animales.","Después de llegar, dormir, quiero la casa esta a mis animales"
medium,038012,2A,038012_EIT-2A.mp3,15,Ella sólo bebe cerveza y no come nada,A nosotros fascinabas a los nosotros.,A nosotros fascinabas a los nosotros
medium,038012,2A,038012_EIT-2A.mp3,16,Me gustaría que el precio de las casas bajara,Eres el conversino del obirrazo.,Eres el conversino del obirrazo
medium,038012,2A,038012_EIT-2A.mp3,17,Cruza a la derecha y después sigue todo recto,He terminado el espaciamiento.,He terminado el espaciamiento
medium,038012,2A,038012_EIT-2A.mp3,18,Ella ha terminado de pintar su apartamento,Me gustaría hacer pinatas esta... me gustaría pronto.,Me gustaría hacer pinatas esta... me gustaría pronto
medium,038012,2A,038012_EIT-2A.mp3,19,Me gustaría que empezara a hacer más calor pronto,"El niño, el niño Sirio Gatto es tan muy triste.","El niño, el niño Sirio Gatto es tan muy triste"
medium,038012,2A,038012_EIT-2A.mp3,20,El niño al que se le murió el gato está triste,Una amiga picado en mi vecino.,Una amiga picado en mi vecino
medium,038012,2A,038012_EIT-2A.mp3,21,Una amiga mía cuida a los niños de mi vecino,El gato sin la negra y el lapero.,El gato sin la negra y el lapero
medium,038012,2A,038012_EIT-2A.mp3,22,El gato que era negro fue perseguido por el perro,¿Qué es el limpiar tu cuarto?,¿Qué es el limpiar tu cuarto?
medium,038012,2A,038012_EIT-2A.mp3,23,Antes de poder salir él tiene que limpiar su cuarto,La cancion de la ley afortuna a las personas.,La cancion de la ley afortuna a las personas
medium,038012,2A,038012_EIT-2A.mp3,24,La cantidad de personas que fuman ha disminuido,"Después de llegar a mi casa, voy a la cena.","Después de llegar a mi casa, voy a la cena"
medium,038012,2A,038012_EIT-2A.mp3,25,Después de llegar a casa del trabajo tomé la cena,Policía era famoso.,Policía era famoso
medium,038012,2A,038012_EIT-2A.mp3,26,El ladrón al que atrapó la policía era famoso,Tarea es no difícil para la derecha.,Tarea es no difícil para la derecha
medium,038012,2A,038012_EIT-2A.mp3,27,Le pedí a un amigo que me ayudara con la tarea,¿Qué está en la mesa? Este libro está todo en la mesa.,¿Qué está en la mesa? Este libro está todo en la mesa
medium,038012,2A,038012_EIT-2A.mp3,28,El examen no fue tan difícil como me habían dicho,Másalnya...,Másalnya
medium,038012,2A,038012_EIT-2A.mp3,29,¿Serías tan amable de darme el libro que está en la mesa?,,
medium,038012,2A,038012_EIT-2A.mp3,30,Hay mucha gente que no toma nada para el desayuno,,
medium,038015,1A,038015_EIT-1A.mp3,1,Quiero cortarme el pelo,El libro está en la mesa.,El libro está en la mesa
medium,038015,1A,038015_EIT-1A.mp3,2,El libro está en la mesa,El carro no tiene pelo.,El carro no tiene pelo
medium,038015,1A,038015_EIT-1A.mp3,3,El carro lo tiene Pedro,El se ducha cada mañana.,El se ducha cada mañana
medium,038015,1A,038015_EIT-1A.mp3,4,El se ducha cada mañana,¿Qué dice usted que va a ser hoy?,¿Qué dice usted que va a ser hoy?
medium,038015,1A,038015_EIT-1A.mp3,5,¿Qué dice usted que va a hacer hoy?,¿Tuvo que sepa manejar bien?,¿Tuvo que sepa manejar bien?
medium,038015,1A,038015_EIT-1A.mp3,6,Dudo que sepa manejar muy bien,Las calles de esta ciudad son muy anchas.,Las calles de esta ciudad son muy anchas
medium,038015,1A,038015_EIT-1A.mp3,7,Las calles de esta ciudad son muy anchas,"Puede que lleve mañana todo el día. Las casas son muy bonitas, pero caras.","Puede que lleve mañana todo el día. Las casas son muy bonitas, pero caras"
medium,038015,1A,038015_EIT-1A.mp3,8,Puede que llueva mañana todo el día,Me gustan las películas que acaban bien.,Me gustan las películas que acaban bien
medium,038015,1A,038015_EIT-1A.mp3,9,Las casas son muy bonitas pero caras,El chico con esto algo es español.,El chico con esto algo es español
medium,038015,1A,038015_EIT-1A.mp3,10,Me gustan las películas que acaban bien,Después de cenar me fui a dormir tranquilo.,Después de cenar me fui a dormir tranquilo
medium,038015,1A,038015_EIT-1A.mp3,11,El chico con el que yo salgo es español,Quiero una casa en la que vivan mis animales.,Quiero una casa en la que vivan mis animales
medium,038015,1A,038015_EIT-1A.mp3,12,Después de cenar me fui a dormir tranquilo,A nosotros nos fascinan las fiestas grandes.,A nosotros nos fascinan las fiestas grandes
medium,038015,1A,038015_EIT-1A.mp3,13,Quiero una casa en la que vivan mis animales,Ella solo bebe cerveza y come nada.,Ella solo bebe cerveza y come nada
medium,038015,1A,038015_EIT-1A.mp3,14,A nosotros nos fascinan las fiestas grandiosas,Me gustaría las precios cajas.,Me gustaría las precios cajas
medium,038015,1A,038015_EIT-1A.mp3,15,Ella sólo bebe cerveza y no come nada,Cruza a la derecha y sigue el todo resto. Ella ha terminado de suspentar su apartamento.,Cruza a la derecha y sigue el todo resto. Ella ha terminado de suspentar su apartamento
medium,038015,1A,038015_EIT-1A.mp3,16,Me gustaría que el precio de las casas bajara,Me gustaría hacer más calor pronto.,Me gustaría hacer más calor pronto
medium,038015,1A,038015_EIT-1A.mp3,17,Cruza a la derecha y después sigue todo recto,El niño que se murió al gato y está triste.,El niño que se murió al gato y está triste
medium,038015,1A,038015_EIT-1A.mp3,18,Ella ha terminado de pintar su apartamento,Un amigo me cuidó a los niños.,Un amigo me cuidó a los niños
medium,038015,1A,038015_EIT-1A.mp3,19,Me gustaría que empezara a hacer más calor pronto,"El gato negro fuera perseguido por el perro. La persona que era el que fumó, por suerte, era una persona.","El gato negro fuera perseguido por el perro. La persona que era el que fumó, por suerte, era una persona"
medium,038015,1A,038015_EIT-1A.mp3,20,El niño al que se le murió el gato está triste,"Antes de salir, tiene que limpiar el cuarto.","Antes de salir, tiene que limpiar el cuarto"
medium,038015,1A,038015_EIT-1A.mp3,21,Una amiga mía cuida a los niños de mi vecino,"De ahí, tiene una persona que suelta con una pereza.","De ahí, tiene una persona que suelta con una pereza"
medium,038015,1A,038015_EIT-1A.mp3,22,El gato que era negro fue perseguido por el perro,"La cantidad de personas que fuman es... Después de llegar a la casa, después del trabajo, come la cena.","La cantidad de personas que fuman es... Después de llegar a la casa, después del trabajo, come la cena"
medium,038015,1A,038015_EIT-1A.mp3,23,Antes de poder salir él tiene que limpiar su cuarto,El ladrón que atrapó con la policía era famosa.,El ladrón que atrapó con la policía era famosa
medium,038015,1A,038015_EIT-1A.mp3,24,La cantidad de personas que fuman ha disminuido,Le pedí a un amigo que me ayudara en la tarea.,Le pedí a un amigo que me ayudara en la tarea
medium,038015,1A,038015_EIT-1A.mp3,25,Después de llegar a casa del trabajo tomé la cena,El pruebo no fue difícil me han dicho.,El pruebo no fue difícil me han dicho
medium,038015,1A,038015_EIT-1A.mp3,26,El ladrón al que atrapó la policía era famoso,Sería tan amable si me diera el libro en la mesa.,Sería tan amable si me diera el libro en la mesa
medium,038015,1A,038015_EIT-1A.mp3,27,Le pedí a un amigo que me ayudara con la tarea,Hay mucha gente que no toma nada para el desayuno.,Hay mucha gente que no toma nada para el desayuno
medium,038015,1A,038015_EIT-1A.mp3,28,El examen no fue tan difícil como me habían dicho,,
medium,038015,1A,038015_EIT-1A.mp3,29,¿Serías tan amable de darme el libro que está en la mesa?,,
medium,038015,1A,038015_EIT-1A.mp3,30,Hay mucha gente que no toma nada para el desayuno,,
